ID,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type,From_Cache_la_Poudre
3745232733575,2428,103,20,108,41,663,249,210,80,330,2702,1
3745295653858,2098,296,23,190,91,247,149,226,214,658,2702,1
3745401541291,2680,110,14,492,-17,721,244,223,106,1354,4704,0
3745547729409,2619,183,9,450,91,713,223,246,157,1560,2703,0
3746159641981,2315,48,12,216,48,175,224,213,120,1200,4704,0
3747129879151,2579,133,8,127,4,1861,234,236,134,1894,4704,0
3748471824479,2678,58,10,335,32,987,228,218,123,1055,4704,0
3748731388352,2576,198,9,247,73,938,218,248,165,1374,2703,0
3749207485599,2404,121,4,192,-13,661,227,236,144,964,2703,0
3749323467011,2455,88,27,240,109,469,248,186,50,937,2705,0
3749644443466,2379,20,7,446,137,1451,215,225,147,684,2717,1
3750420295438,2646,302,3,335,6,999,211,238,165,911,2703,0
3752047373759,2307,0,14,361,202,661,199,213,151,234,4703,1
3752278417178,2245,83,45,351,-44,564,233,121,0,534,4703,1
3752401451642,2500,312,15,212,31,30,180,228,188,534,2717,1
3752943581401,2379,33,25,313,135,1436,206,177,95,646,4703,1
3753477522625,2217,117,2,408,198,600,223,237,150,270,2706,1
3754124814193,1907,66,22,90,31,120,235,191,77,920,2704,1
3756019058644,2158,25,35,258,89,306,180,143,77,703,4703,1
3756312126330,2257,45,40,228,125,984,198,125,29,1518,4703,1
3756955542184,2680,45,10,391,30,920,223,217,128,1106,4704,0
3756988657084,2683,166,14,175,3,1380,231,244,141,805,2703,0
3757503544056,2153,37,22,400,95,417,213,185,98,768,4703,1
3758257173400,2032,120,33,190,79,228,254,193,38,459,2702,1
3758848222753,2724,136,15,90,2,2355,242,233,117,2368,4704,0
3759134187107,2459,273,20,190,-3,95,162,241,216,335,2717,1
3760314122702,2304,15,12,212,33,780,209,215,142,618,2703,1
3761070466185,2282,343,6,95,20,660,207,230,162,633,2703,1
3761159732712,2573,38,24,134,-26,825,212,181,92,1215,4703,0
3762496893395,2232,313,32,108,52,1142,121,198,208,467,4703,1
3762863526734,2771,87,17,323,78,2908,243,209,90,1325,2703,0
3763259879410,2383,88,17,192,9,451,243,209,89,751,2703,0
3763481662279,2658,137,20,180,79,1698,246,228,102,1140,2705,0
3763857646940,2215,25,28,182,90,1087,193,167,96,1144,4703,1
3763975328001,2339,267,17,459,264,1451,174,245,209,1077,2703,1
3764092069280,2357,319,27,124,27,658,140,204,198,474,4703,1
3767105620379,2344,336,20,228,86,1605,171,208,174,957,2703,1
3767674854977,2451,2,17,553,253,1189,194,205,146,390,4703,1
3769628255366,2477,120,27,90,29,547,254,206,61,819,2705,0
3769629311627,2009,272,18,30,5,192,170,242,210,297,6102,1
3769891862384,2326,267,5,330,107,780,208,242,172,335,2717,1
3771810080304,2375,282,18,552,178,713,169,238,208,1561,2717,1
3772510406371,2435,182,24,240,65,1200,220,247,147,1608,2705,0
3772853689059,2304,273,20,182,51,408,163,241,216,553,4703,1
3773508922293,2330,286,37,247,163,1289,98,211,240,624,4703,1
3774075056572,2345,336,31,67,34,170,138,182,175,67,4703,1
3774338076422,2026,118,26,30,13,330,253,206,63,379,2717,1
3774908060233,1969,39,26,90,37,90,212,175,85,218,2717,1
3775370489553,2522,15,29,270,63,1465,181,166,108,480,4703,0
3777418927430,2426,154,17,210,83,604,238,239,124,577,2704,1
3779357278437,2348,51,26,210,74,210,222,174,70,977,4703,0
3779626180850,2551,307,32,182,137,366,116,202,217,957,4703,1
3780039910767,2592,145,8,277,53,1266,231,239,140,1723,2705,0
3781062758845,2629,193,22,85,22,1986,212,251,163,2685,2705,0
3781590925245,2540,76,19,285,93,525,240,202,85,990,2703,0
3783609175733,2743,165,13,90,4,1026,231,244,142,658,2703,0
3784000766094,2290,337,19,242,133,457,175,210,172,1513,4703,1
3785053553945,2390,306,15,218,55,30,177,230,193,541,4703,1
3785970967924,2119,332,15,268,115,391,184,220,175,592,4703,1
3786511288607,2683,206,12,30,0,1149,212,251,172,598,2703,0
3786918259019,2140,227,31,270,142,446,160,250,211,573,2706,1
3789079011830,2660,52,13,592,23,789,226,211,115,1172,4704,0
3789387920176,2381,138,7,90,7,577,231,238,139,904,2703,0
3789474044785,2032,34,38,108,84,190,185,131,53,382,2702,1
3790190866407,2216,300,29,67,15,1173,129,215,220,553,4703,1
3790686617605,2635,171,26,95,56,1772,227,240,128,1234,2705,0
3791040556424,2582,25,15,150,23,391,211,205,127,1034,4703,0
3792917522641,2570,181,16,277,61,2053,224,248,152,1830,2703,0
3793505138909,1939,89,20,127,36,127,246,203,77,730,2704,1
3793782527809,2097,26,21,0,0,300,204,188,113,601,4703,1
3794013229455,2654,198,17,180,20,2230,212,252,169,2464,2705,0
3798427733669,2619,82,9,95,15,1689,233,225,124,930,2703,0
3798591967402,2509,147,24,424,101,418,244,229,99,1233,2705,0
3798823593157,2665,111,16,153,62,1591,246,221,98,1221,4704,0
3799773751185,2046,360,29,124,97,150,165,174,136,127,4703,1
3799828920603,1964,169,19,30,6,134,231,244,137,424,2704,1
3801303383084,2385,329,26,335,188,1316,150,200,185,808,4703,1
3801661516100,2617,258,13,331,13,1773,187,247,198,690,2703,0
3802151916912,2600,194,9,470,130,541,219,247,163,524,2703,0
3802262839940,2539,213,5,30,-3,1410,216,244,165,1231,6102,0
3803335460603,2488,71,34,300,84,1218,235,156,24,752,2705,0
3803408224873,2742,169,10,339,71,2771,228,244,148,1230,2703,0
3803484738295,2457,80,18,67,20,648,241,205,87,1249,2706,1
3803752872928,2269,279,25,492,131,454,144,234,226,1776,4703,1
3804117821759,2624,120,29,108,41,1832,254,201,53,2804,2705,0
3804316298789,2163,335,21,300,99,524,169,208,175,532,4703,1
3804684281420,2628,121,16,108,16,2183,246,225,103,2300,4704,0
3804974320099,2660,91,14,366,38,1758,241,218,104,2206,2703,0
3805204474674,2407,2,19,390,225,1124,191,201,145,1142,2717,1
3806045752136,2292,342,20,450,204,630,176,206,167,391,2717,1
3806721096493,2483,279,17,190,20,60,170,240,208,488,2717,1
3807050996539,2462,41,34,108,37,1657,201,144,54,313,4703,0
3807206424183,2689,225,23,247,82,2069,183,254,200,2574,2705,0
3808420840797,2094,12,34,192,144,216,166,150,103,201,4703,1
3810066426051,2376,249,24,497,16,268,163,249,219,750,4703,1
3810502467020,2406,84,14,335,74,361,239,216,105,457,2705,1
3810913451168,2125,349,33,30,25,895,140,166,150,240,2705,1
3811246651997,2662,51,7,277,46,1121,224,225,137,902,4704,0
3811581285666,2377,307,19,90,39,1261,163,225,200,899,4703,1
3811744033936,2456,129,20,190,56,424,249,223,92,931,2705,0
3812164515927,2271,338,37,242,133,979,117,162,168,459,4703,1
3812278175017,2344,253,28,162,64,513,146,245,229,1814,2705,1
3813096220873,2284,15,23,95,41,703,193,185,122,573,4703,1
3814844957836,2423,116,27,212,82,335,254,203,59,845,2705,0
3815201681388,2443,336,10,150,28,811,197,226,168,1188,4703,1
3815456047267,2595,117,29,446,187,418,254,198,50,1360,2705,0
3815786087889,2349,22,14,443,200,1242,210,208,132,589,2717,1
3817236440640,2127,3,9,351,82,384,208,223,152,830,4703,1
3818536317854,2818,108,20,470,176,2364,250,212,80,2097,4703,0
3819032399054,2631,101,1,212,27,1728,221,237,152,810,2703,0
3820635727717,2504,22,13,272,76,912,211,211,134,1209,2705,0
3820914462681,2024,184,22,30,8,566,219,248,151,390,2702,1
3822250282633,2116,295,26,85,38,691,138,223,220,190,4703,1
3822309644542,2611,321,7,313,93,2368,203,234,170,474,2703,0
3823011211480,2298,23,20,323,140,1443,204,194,120,886,4703,1
3823530601830,2299,355,20,474,210,601,183,200,151,484,2717,1
3823750551779,2429,271,9,301,118,1092,196,243,187,1405,2717,1
3824937663674,2672,218,25,124,66,2672,185,254,195,1080,2705,0
3826100683199,2554,153,35,376,170,390,237,216,77,1012,2705,0
3827304591426,2083,358,17,525,115,592,192,207,151,272,2706,1
3828613147076,2376,218,17,454,46,828,199,254,187,800,2702,1
3829257205726,2565,208,8,433,164,890,215,248,169,932,2704,0
3829328301968,2680,160,16,201,24,976,235,242,132,541,2703,0
3830093069694,2457,241,2,309,101,492,214,241,164,700,2705,0
3830194168852,2478,19,14,175,28,962,209,210,136,277,2717,1
3832011421966,2409,339,28,459,219,1231,149,188,171,335,4703,1
3832398552239,2340,58,35,127,75,480,221,147,31,541,2702,1
3832877878614,2547,111,28,395,139,365,254,197,51,1273,2705,0
3833679743988,2052,350,28,400,69,474,159,181,152,313,2706,1
3834230483626,2210,153,2,30,-21,1448,222,239,153,990,4703,1
3834275767835,2273,330,23,60,29,1198,158,204,182,420,4703,1
3834717288270,2407,152,20,390,64,573,240,236,117,782,2704,1
3834810671818,2672,69,12,534,-25,684,232,217,115,1377,4704,0
3836941993012,2819,234,32,402,56,3223,150,248,220,1601,2705,0
3838647496194,2296,133,23,85,30,708,249,222,88,713,2705,1
3839790390261,2561,114,28,400,153,371,254,200,53,1296,2705,0
3839878955467,2605,199,9,382,101,808,217,248,165,1531,2703,0
3840032072944,2264,320,36,124,52,1374,108,182,201,1057,4703,1
3840730626869,2125,274,35,258,232,283,109,224,243,228,4703,1
3841061573358,2247,102,20,42,16,785,249,209,79,430,5101,1
3841682939649,2365,342,29,420,160,1176,149,184,166,212,4703,1
3841774733865,2506,46,27,283,29,726,217,170,72,840,4703,1
3841935096051,2190,352,23,108,105,212,173,194,154,553,2702,1
3842840697449,2741,175,25,330,157,1690,224,244,136,1211,2705,0
3843747746940,2668,147,19,618,23,706,242,235,114,1263,4704,0
3843790040545,2609,214,14,285,71,1116,205,253,181,1055,2705,0
3844798545889,2158,319,24,67,22,1371,151,210,196,711,4703,1
3844805764852,2232,311,16,283,97,1158,175,227,191,649,2717,1
3846121202537,2037,333,31,190,158,170,133,183,179,255,4703,1
3849269267789,2309,264,17,300,47,201,176,246,208,391,4703,1
3849481983979,2398,124,35,242,108,1153,253,190,32,806,2704,1
3850044804457,2400,184,12,255,33,1140,222,248,157,1533,2703,0
3850562401619,2634,92,23,120,48,1591,248,199,67,1199,2704,0
3850617230379,2202,5,23,127,101,234,184,190,137,558,4703,1
3852769534503,2299,134,21,85,36,1062,248,226,96,900,2717,1
3853807588939,2397,153,20,402,54,552,240,236,116,799,2704,1
3855397280170,2382,143,7,67,8,591,231,239,140,938,2703,0
3856934464626,2341,26,23,339,135,1126,203,185,109,67,4703,1
3857799877545,2312,154,12,212,50,300,234,241,136,454,2705,1
3858036621198,2330,309,30,108,38,1177,125,204,212,1063,4703,1
3858039465737,2520,23,22,108,39,1574,202,189,116,418,4703,0
3859074525271,2531,197,29,30,-15,1844,199,249,168,426,2705,0
3859161552142,2508,66,34,319,104,1224,230,153,28,741,2705,0
3860420597651,2255,49,5,0,0,810,222,229,142,532,4703,1
3861669291362,2257,315,26,95,48,916,141,208,202,228,4703,1
3862595516871,2641,115,15,162,6,1739,244,225,106,1040,4704,0
3863653199531,2227,280,29,108,60,1131,130,229,232,618,4703,1
3864736144783,2316,32,11,313,178,990,218,217,134,391,2717,1
3867495530330,2515,250,10,175,57,726,198,248,188,957,2703,0
3869479154143,2548,189,22,67,20,1045,215,250,158,1473,2705,0
3870000649359,2724,64,7,495,99,553,227,226,133,283,4703,0
3870882961518,2680,98,7,90,-12,1822,231,231,132,153,4703,0
3872114504685,2587,180,6,192,-13,1878,223,244,156,1890,4704,0
3872169858047,2083,280,36,90,44,395,103,218,242,551,4703,1
3873503311303,2586,204,3,124,9,713,218,242,161,1269,4704,0
3874375808168,2605,152,22,60,14,2012,241,234,109,1518,2705,0
3875998739624,2122,311,13,190,85,376,183,230,187,576,4703,1
3878304262816,2571,205,26,108,36,1273,194,252,179,1354,2704,0
3878522517460,2477,196,7,150,77,488,219,246,162,997,2705,0
3878542148446,2576,167,9,268,79,932,227,244,149,1323,2703,0
3878555380604,2490,124,11,0,0,942,239,232,123,745,2705,0
3878771762413,2652,49,9,30,3,2145,224,221,131,2518,2703,0
3879809926999,2560,201,25,30,5,2669,201,252,174,902,2705,0
3880074811347,2673,169,16,295,149,2285,230,245,141,939,2705,0
3881284599322,2038,318,19,469,61,564,167,220,191,379,2706,1
3882620447352,2312,30,21,67,18,979,208,189,109,721,2717,1
3882702442336,2079,345,23,541,112,607,170,198,163,301,2706,1
3883173542280,2343,343,15,430,136,120,188,215,165,1557,2703,1
3883177749937,2354,320,20,134,24,108,166,218,190,531,4703,1
3883718689531,2290,353,18,433,198,630,187,206,155,366,2717,1
3884843257015,2480,293,23,212,66,201,149,228,216,768,4703,1
3885198909130,2067,11,37,67,50,134,156,140,99,616,4703,1
3885765328692,2137,231,23,330,139,458,177,253,206,658,2706,1
3890486288910,2261,130,12,30,3,782,240,233,122,598,2705,1
3891156871043,2360,351,14,457,235,926,195,216,159,1392,2717,1
3891552136333,2413,1,21,335,23,1104,185,196,143,1074,4703,1
3891583681949,2451,86,23,153,58,792,246,195,66,1209,2705,0
3892321347059,2232,338,17,295,58,553,182,214,171,404,2717,1
3892803042274,2458,132,7,350,142,1082,232,236,136,876,2717,1
3894470069899,2651,76,6,339,55,1124,228,229,136,849,4704,0
3894526756247,2578,139,16,451,80,752,242,233,115,1318,2703,0
3896332834393,2425,278,14,323,58,1082,180,241,201,1465,6101,0
3896976928311,2739,159,22,210,73,2120,237,237,118,2326,2705,0
3898774386935,2063,303,32,30,15,150,115,205,221,655,4703,1
3899762746571,2520,101,12,134,37,360,240,224,112,1608,2717,1
3899763523669,2391,191,33,42,24,552,199,243,154,1215,2705,1
3900553489000,2262,78,24,404,178,484,243,188,61,576,4703,1
3903529581937,2363,333,33,247,167,811,128,179,179,1518,4703,1
3903630668190,2717,213,31,268,125,3007,177,251,192,1470,2705,0
3904515651467,2278,128,27,42,19,1357,252,212,69,525,2704,1
3905048400782,2530,125,18,30,6,1471,247,225,100,1381,2705,0
3906467674020,2409,346,23,190,93,277,168,195,161,190,4703,1
3907062319255,2074,131,34,108,65,361,251,198,44,391,2717,1
3907506397658,2605,357,16,277,48,457,193,210,153,924,4703,0
3908387526779,2364,3,30,404,152,1107,166,169,129,95,4703,1
3908502256079,2132,301,23,108,68,600,151,223,210,272,4703,1
3908741839200,2422,241,13,480,116,892,194,250,193,1275,2717,1
3908871329787,2299,109,11,42,9,212,240,227,116,481,4704,1
3910681514871,2593,186,2,42,-2,2163,219,240,157,1443,6102,0
3913182415265,2421,144,4,270,31,937,226,239,148,955,2703,1
3913871812986,2503,139,15,30,-7,1333,242,234,117,787,2704,0
3914105335929,2147,63,36,297,120,661,225,143,0,711,2717,1
3914453915002,2449,242,21,60,23,866,175,252,210,924,2705,0
3914866303106,2140,317,19,342,137,400,165,219,192,633,4703,1
3915241773743,2249,334,33,277,147,1198,127,177,178,1136,4703,1
3915835176691,2393,67,9,127,23,1138,229,222,125,765,2717,1
3916191631411,2364,348,33,379,174,1318,141,167,152,361,4703,1
3916394413579,2442,246,24,216,34,170,164,250,218,424,4703,1
3916531224600,2314,141,23,124,48,716,246,227,97,735,2705,1
3917446470182,2831,184,14,646,101,2765,223,249,156,1894,2705,0
3917903770060,2561,209,28,255,148,1690,186,252,186,560,2705,0
3918769992030,2093,302,26,42,20,601,138,217,215,182,4703,1
3919135859261,2529,198,28,391,155,912,198,250,168,1040,2704,0
3919296265819,2312,347,19,67,40,1413,180,206,162,811,4703,1
3919391640047,2281,328,27,182,-10,1179,144,197,187,1064,4703,1
3919550201850,2536,135,9,488,55,878,235,236,133,1215,2703,0
3920541316583,2585,167,15,180,46,1284,231,244,140,1873,2705,0
3921314983216,2394,323,22,120,56,1233,159,212,190,886,4703,1
3921519525877,2242,343,20,283,33,573,176,205,166,424,2717,1
3921619727553,2648,108,26,60,15,2330,253,198,55,2502,2705,0
3921628288410,2630,303,15,366,26,1879,179,232,193,759,2703,0
3922028249582,2413,117,23,216,-30,618,252,211,73,553,2702,1
3922228368687,2517,190,29,330,61,931,206,247,156,1116,2704,0
3922305973438,2577,200,27,295,157,1570,199,251,172,750,2705,0
3923766363806,2633,183,20,371,105,787,221,249,152,1273,2703,0
3924107394756,2390,75,14,297,65,360,236,213,104,513,2705,1
3924353220458,2077,340,29,361,82,420,147,185,169,258,2706,1
3925147424359,2544,268,34,384,-55,510,114,230,242,1148,2705,0
3926281720949,2482,167,4,170,46,467,223,241,153,598,2704,0
3926587939557,2145,347,32,60,46,924,142,171,155,270,4703,1
3927892043694,2475,183,20,67,15,2003,221,249,152,242,2703,0
3928033684141,2260,21,25,210,70,1062,196,180,110,216,4703,1
3928714847650,2137,218,23,295,91,335,188,254,193,870,2702,1
3930292612759,2047,65,21,391,86,518,234,192,80,134,2706,1
3930489266581,2554,220,11,319,26,908,207,251,179,1441,2705,0
3931347040862,2275,12,33,350,114,815,167,154,107,306,4703,1
3932598390898,2389,67,21,134,40,553,236,193,78,1159,4703,1
3932684018033,2314,156,29,150,40,134,238,229,100,845,2704,0
3934946026688,2369,223,22,108,52,671,187,254,197,601,2704,1
3935273892250,2394,76,23,134,54,212,241,189,66,934,2705,1
3937555713727,2663,169,14,30,0,1167,230,245,144,671,2703,0
3937888483946,2354,19,30,335,199,1110,183,163,102,1262,4703,1
3938293527959,2490,263,31,153,95,350,129,237,237,335,2705,0
3939252525092,2413,114,17,30,9,819,247,220,95,1442,2717,1
3940180927032,2651,214,29,90,45,2695,181,252,192,1052,2705,0
3940246763888,2535,4,3,454,165,984,215,233,155,1300,4703,1
3940416252778,2398,90,9,212,24,630,233,227,125,930,2703,0
3940761783521,2271,12,23,0,0,1332,190,186,126,918,4703,1
3941417095449,2505,358,13,330,62,108,200,216,154,1772,2717,1
3941958563872,2631,191,10,446,11,1622,220,248,161,1860,2703,0
3941981442120,2008,333,29,170,125,150,141,188,179,319,4703,1
3942955783621,2602,22,10,277,92,1493,214,218,140,1642,2703,0
3944441168912,2126,297,28,95,62,540,132,218,221,313,4703,1
3946068108173,2623,208,12,42,0,1200,211,251,173,841,6102,0
3946101098577,2215,52,22,216,66,108,225,186,84,430,2703,1
3946118804314,2364,43,19,85,25,404,220,194,102,785,2705,0
3947147559565,2480,155,18,180,-68,1308,238,239,123,1554,2705,0
3948519580743,2508,180,3,175,40,994,221,241,156,872,2703,0
3948543983671,2121,309,32,150,88,573,116,200,215,514,4703,1
3949162401713,2087,300,24,182,82,242,146,222,213,680,2702,1
3950177988823,1919,65,26,0,0,42,234,178,0,331,4703,1
3950189724518,2586,156,21,212,72,942,238,237,118,1611,2705,0
3950554183513,2441,61,29,210,76,658,229,168,52,1265,4703,1
3950760334525,2208,335,25,277,174,534,157,198,176,408,4703,1
3951369566881,2320,309,29,150,50,631,130,207,211,1842,4703,1
3952710774986,2398,342,25,408,185,999,161,195,167,124,4703,1
3953248826918,2265,341,46,180,121,1183,85,128,154,1433,4703,1
3953990200974,2326,306,29,242,-3,558,129,209,214,592,4703,1
3954003499828,2549,16,9,242,21,470,212,222,146,1332,2703,0
3954224315624,2304,359,31,360,147,757,158,166,133,837,4703,1
3954785924990,2448,176,13,400,142,1006,226,247,150,1271,2717,1
3954788473280,2284,353,29,175,87,1650,158,176,147,912,4703,1
3955881816264,2305,358,27,450,148,648,168,180,141,579,4703,1
3956578408083,2197,9,29,42,20,1080,174,169,120,497,4703,1
3956664667479,2627,62,4,446,23,1974,223,232,145,626,2703,0
3957066641852,2304,131,20,60,32,1533,248,225,97,633,2704,1
3957146818860,2541,130,16,30,4,1533,244,229,109,1470,2705,0
3958479542606,2068,17,27,150,103,210,186,171,110,127,4703,1
3958482129412,2067,359,28,153,102,218,167,178,139,150,4703,1
3958581539280,2224,280,25,376,149,458,145,234,224,306,4703,1
3959432353741,2285,294,28,120,-6,1253,129,219,224,987,4703,1
3959616069918,2035,50,26,127,70,170,221,174,72,67,2702,1
3960148567889,2574,138,6,175,-9,1310,230,238,141,1325,2703,0
3960394722094,1999,120,28,180,11,212,254,204,57,573,2704,1
3960751054448,2387,12,19,255,76,1396,196,197,133,362,4703,1
3960849998760,2446,141,19,218,71,201,244,231,108,1044,2705,0
3962996272090,2394,172,13,212,27,1110,228,246,147,1574,2703,0
3963610424079,2353,283,27,150,57,1006,136,229,228,192,2717,1
3963685362504,2254,359,9,30,0,384,206,223,155,446,4703,1
3963747705140,2535,280,4,309,52,182,208,240,170,1866,2717,1
3964274417452,1976,33,19,60,7,153,213,194,110,351,2717,1
3964989146005,2259,333,34,277,150,1159,125,175,178,1159,4703,1
3965747274558,2159,253,27,153,75,1167,148,245,228,426,2702,1
3966465003376,2539,205,9,90,-7,2184,215,248,168,2067,2703,0
3966823815139,2575,169,20,30,7,1617,230,244,136,1208,6102,0
3969659723425,2747,172,29,216,81,1994,225,238,125,2242,4703,0
3971048785143,2243,325,29,124,42,1170,136,195,192,569,4703,1
3972315586838,2574,135,18,108,15,1464,245,229,106,2465,2705,0
3972630261298,2672,164,26,190,88,1806,233,237,118,1256,2705,0
3973132359285,2109,316,22,0,0,626,157,216,196,592,4703,1
3973695258117,2280,15,19,108,28,467,199,197,130,531,4703,1
3974031846272,2578,180,31,150,54,2284,214,240,135,959,2705,0
3974370628867,2627,250,13,421,201,2173,191,249,196,382,2703,0
3974671047589,2531,91,17,124,62,1040,244,210,89,918,4703,1
3975623927171,2592,196,20,67,23,1410,211,252,167,1481,2704,0
3976595456355,2168,308,17,0,0,666,172,227,195,1445,6101,1
3979258761537,2467,316,20,306,179,417,162,218,194,671,4703,1
3980662513131,2692,135,12,361,58,2282,239,235,124,2371,2705,0
3981030935654,2674,143,5,297,20,1806,227,239,146,2368,2703,0
3981605154572,2514,195,25,30,-13,1301,206,251,165,443,2705,0
3984108076662,2209,11,32,218,100,781,169,158,111,362,4703,1
3984446615509,2499,358,17,216,49,942,192,206,150,371,2717,1
3984802566070,2374,324,23,384,184,1398,157,210,189,488,4703,1
3985543049761,2362,276,20,324,109,408,161,239,216,691,4704,1
3985671831047,2714,125,12,430,-21,677,240,232,120,272,2705,0
3985689015811,2388,57,28,192,133,540,226,169,58,474,4703,1
3985795812915,2159,332,25,67,19,1410,153,198,180,752,4703,1
3986435640721,2700,109,19,234,68,2501,249,215,86,2278,4703,0
3986441095065,1945,356,29,42,20,85,160,174,142,525,4703,1
3987059407646,2616,255,13,421,141,2240,189,248,197,391,2703,0
3988563776839,2230,325,21,212,48,1050,163,212,187,1282,4703,1
3988786637597,2267,348,34,256,142,1063,137,162,150,1203,4703,1
3989275443262,2435,104,14,127,35,866,242,222,107,1045,2706,1
3989887212294,2140,80,29,0,0,551,243,175,41,674,2702,1
3989910386718,2354,200,7,301,67,1044,218,246,164,1020,2704,1
3992166995269,2292,41,28,0,0,1292,210,166,74,953,4703,1
3994036810054,2698,216,25,272,53,3188,185,254,193,1624,2705,0
3994250728814,2488,152,15,180,23,485,237,239,129,997,2705,0
3994345195880,2030,326,26,85,23,134,146,201,189,674,4703,1
3995857364955,2330,6,2,300,173,824,216,234,155,853,2703,1
3995956319764,2627,197,7,382,198,1919,218,246,163,547,2703,0
3996661104713,2775,156,24,513,141,2603,239,234,110,2063,2705,0
3997532295639,2349,316,22,60,32,451,155,215,197,743,4703,1
3997763199966,2408,192,9,210,57,390,220,248,162,702,2703,0
3998270978297,2766,168,18,300,36,2405,231,244,137,2230,2705,0
3998578961328,2154,144,15,85,18,210,240,236,120,514,2702,1
3999117584800,2537,191,21,295,78,2160,214,251,161,228,2705,0
3999722590913,2376,268,16,60,27,819,176,245,207,1598,4703,1
4000131313372,2263,359,34,484,106,598,150,158,130,631,4703,1
4001133588164,2519,139,14,120,-8,1127,240,235,122,1484,2705,0
4001160559182,2654,349,10,362,101,630,202,224,160,1195,2703,0
4002514930084,2757,162,12,150,8,977,232,243,140,664,2703,0
4002567421256,2298,18,12,426,199,660,210,214,139,300,2717,1
4003216601906,2055,15,17,450,88,516,202,202,133,295,2706,1
4004051627144,2508,106,17,212,4,1100,247,216,92,1020,2705,0
4004382350780,2143,4,25,30,10,1256,179,184,135,1392,4703,1
4005174143801,2215,330,30,150,65,1101,135,189,185,768,4703,1
4006176177078,2495,309,3,242,12,541,210,237,165,1487,2717,1
4008760101513,2561,350,16,459,-38,918,190,212,159,1044,2703,0
4009513634371,2407,270,32,60,21,469,123,232,239,450,4703,0
4009528417686,2563,205,15,60,-1,1337,210,253,174,1050,6102,0
4009727836592,2499,157,20,90,-4,1338,237,239,122,524,2705,0
4010003408488,2114,232,33,162,112,270,148,247,219,60,2706,1
4010010708120,2547,125,29,201,-2,1390,253,204,56,1194,2705,0
4010845124928,2344,49,5,127,13,1273,222,228,141,212,2717,1
4010916726556,2582,169,8,306,74,878,227,244,149,1406,2703,0
4011337603228,2637,131,10,330,109,853,236,235,129,1237,2703,0
4011577972672,2305,354,31,360,148,774,153,171,144,866,4703,1
4012049696096,2337,32,25,255,35,934,205,177,96,190,2717,1
4012097092444,2137,295,34,120,52,1381,106,208,231,658,4703,1
4013171699726,2061,71,27,182,41,258,238,176,51,618,2702,1
4014073783575,2514,188,33,242,107,1282,202,242,149,1048,2705,0
4014355497053,2406,314,26,162,89,365,144,210,202,750,4703,1
4014601952367,2621,24,9,424,121,1998,215,220,141,646,2703,0
4015312199317,2651,122,3,379,103,552,225,237,147,1350,2703,0
4015665743595,2316,3,18,379,163,1153,192,202,144,543,2717,1
4016295166075,2279,252,22,30,9,540,167,249,216,1719,2705,1
4016458956529,2294,107,19,90,31,1082,249,213,85,902,2717,1
4017332848220,2320,298,22,153,94,1082,154,226,211,849,2717,1
4019972487036,2490,12,9,242,17,600,211,221,147,1423,2717,1
4020489605356,2588,102,24,543,-11,781,251,201,64,1165,2705,0
4021057381283,2088,59,30,212,73,541,227,163,48,607,2717,1
4021402344208,2471,124,26,480,63,450,253,211,69,1158,2703,0
4021554276334,2294,66,20,162,80,1530,235,194,82,765,2703,1
4022484818755,2602,215,16,351,63,1523,202,254,183,2040,2705,0
4022783236175,2499,41,31,270,85,1451,207,158,66,488,4703,0
4023185696178,2287,309,28,150,49,721,133,209,210,576,2717,1
4023413806423,2291,300,40,150,61,1338,82,189,230,1107,4703,1
4025335102263,2329,288,29,90,39,832,128,223,229,644,2717,1
4025794943452,2510,114,17,108,24,285,247,220,95,1301,4703,0
4026289724563,2525,82,7,258,77,443,230,228,132,1008,2703,0
4027667165862,2439,353,25,541,228,1022,170,189,151,234,4703,1
4027823985068,2301,201,20,175,92,968,207,253,173,577,2717,1
4028827882674,2465,5,24,150,40,1589,180,184,134,361,4703,0
4030365346549,2779,160,20,426,49,2516,236,240,126,2124,2705,0
4030395308258,2303,258,22,30,7,1113,161,246,220,242,2702,1
4031760864355,2513,86,17,60,24,1338,242,210,93,1218,2705,0
4033372207452,2615,105,9,283,70,1650,236,229,123,1809,2703,0
4033592905688,2201,298,34,268,169,418,109,206,228,192,4703,1
4034049419161,2565,221,19,95,22,1326,194,254,191,1176,2705,0
4035354035282,2161,335,25,283,0,525,157,198,176,598,4703,1
4035540761988,2094,287,21,30,13,1442,156,233,215,815,6102,1
4035890204050,2403,33,28,42,19,630,203,167,85,1307,4703,1
4035921240484,2028,359,21,362,48,467,184,197,146,361,2706,1
4037008735494,2681,133,9,309,73,499,235,236,131,153,2705,0
4037837775128,1985,122,17,150,53,124,247,224,100,150,2717,1
4038185763669,2316,43,13,384,198,722,222,212,122,170,2717,1
4040092526398,2205,333,23,218,44,618,160,203,179,607,4703,1
4042496675177,2551,153,2,582,28,902,222,239,153,1087,2703,0
4043605303325,2338,25,24,295,194,1018,200,181,107,1409,4703,1
4043748162643,2634,173,16,180,-14,1415,228,246,145,911,2703,0
